transaction_id,customer_id,product_id,product_category,amount,date
1567,54,3989,food and beverage,4497.39,14-1-2024
1568,87,31226,cosmetics and bodycare,4749.63,28-10-2024
1569,69,65186,electronics,5575.59,8-5-2024
1570,19,44511,office equipment,9354.7,24-1-2024
1571,4,14962,fashion and apparel,5080.44,17-10-2024
1572,54,11701,shoes,6311.55,22-5-2024
1573,59,70884,toys and hobbies,7705.78,27-11-2024
1574,1,5166,electronics,8356.04,17-6-2024
1575,83,78450,toys and hobbies,2738.33,26-8-2024
1576,24,41503,electronics,8293.5,12-3-2024
1577,58,20516,electronics,8755.21,17-9-2024
1578,7,48514,food and beverage,820.88,10-9-2024
1579,33,1196,health and wellness,4653.48,13-10-2024
1580,50,99491,fashion and apparel,6450.08,20-9-2024
1581,66,63330,drink,7151.55,1-12-2024
1582,10,1457,shoes,4674.26,9-9-2024
1583,54,28713,fashion and apparel,6732.89,16-1-2024
1584,35,13656,health and wellness,7992.03,3-6-2024
1585,72,55513,pet products,4312.79,18-8-2024
1586,43,78048,furniture and decor,2300.8,17-9-2024
1587,12,50490,media,1434.75,6-10-2024
1588,49,93476,media,9672.51,3-6-2024
1589,87,12478,digital services,1191.25,26-12-2024
1590,30,83347,media,3576.87,1-2-2024
1591,42,48848,food and beverage,2231.09,14-8-2024
1592,24,30964,digital services,5709.01,5-8-2024
1593,52,96477,media,5192.38,22-1-2024
1594,29,37582,shoes,349.74,18-4-2024
1595,6,3429,toys and hobbies,8440.03,24-4-2024
1596,64,35962,pet products,5226.62,4-12-2024
1597,53,52219,electronics,3116.36,4-11-2024
1598,21,98992,office equipment,1177.88,18-2-2024
1599,20,45084,toys and hobbies,3453.86,4-5-2024
1600,54,32170,health and wellness,8028.3,23-7-2024
1601,13,36935,drink,2381.65,19-12-2024
1602,25,10838,furniture and decor,7160.51,21-4-2024
1603,2,4123,electronics,3238.48,16-4-2024
1604,51,2222,health and wellness,1776.37,14-9-2024
1605,90,5166,electronics,8356.04,10-11-2024
1606,83,91109,health and wellness,2650.03,14-12-2024
1607,59,84591,furniture and decor,7292.4,20-10-2024
1608,27,12959,electronics,7544.05,6-7-2024
1609,60,22493,pet products,7568.9,28-1-2024
1610,61,88541,furniture and decor,8216.9,16-12-2024
1611,98,41974,fashion and apparel,4874.19,8-9-2024
1612,34,96925,drink,1791.55,27-3-2024
1613,43,8947,food and beverage,1238.12,25-5-2024
1614,47,80027,office equipment,9632.84,5-9-2024
1615,74,43492,shoes,3902.68,26-4-2024
1616,33,76201,pet products,3208.05,20-10-2024
1617,56,95655,shoes,4489.04,1-12-2024
1618,3,26690,health and wellness,4992.59,21-6-2024
1619,6,83223,office equipment,7214.11,28-5-2024
1620,46,23214,health and wellness,4944.39,23-4-2024
1621,47,54998,food and beverage,2122.79,10-10-2024
1622,46,68951,furniture and decor,2985.47,15-7-2024
1623,72,78445,food and beverage,7417.4,2-2-2024
1624,43,72775,electronics,2313.22,26-2-2024
1625,99,48281,cosmetics and bodycare,308.09,5-8-2024
1626,20,92872,food and beverage,166.23,19-1-2024
1627,16,27009,cosmetics and bodycare,7860.25,26-1-2024
1628,66,76743,cosmetics and bodycare,7846.34,8-5-2024
1629,48,9934,pet products,5532.56,28-2-2024
1630,37,49748,toys and hobbies,6624.18,15-7-2024
1631,3,86924,cosmetics and bodycare,7829.33,6-3-2024
1632,66,63494,electronics,8552.81,2-7-2024
1633,81,13219,furniture and decor,7915.64,20-2-2024
1634,84,10975,fashion and apparel,5975.08,11-3-2024
1635,8,60256,fashion and apparel,149.29,26-5-2024
1636,81,17176,office equipment,9748.55,26-9-2024
1637,60,19684,furniture and decor,5774.45,20-9-2024
1638,69,89970,office equipment,9951.46,19-12-2024
1639,89,46839,furniture and decor,9604.74,19-10-2024
1640,31,81097,pet products,9851.25,22-9-2024
1641,94,41675,food and beverage,1337.05,10-5-2024
1642,25,18269,shoes,7489.49,28-4-2024
1643,60,41856,digital services,6317.5,24-7-2024
1644,95,92238,furniture and decor,999.52,8-11-2024
1645,54,90572,shoes,484.25,22-1-2024
1646,81,87530,pet products,6322.92,16-3-2024
1647,88,25806,health and wellness,8833.52,5-6-2024
1648,92,36678,food and beverage,1940.61,25-10-2024
1649,2,96559,shoes,8883.44,1-9-2024
1650,15,88395,food and beverage,877.62,24-5-2024
1651,42,84609,toys and hobbies,4970.09,5-9-2024
1652,47,91882,drink,1131.68,26-10-2024
1653,43,41894,toys and hobbies,5270.85,26-5-2024
1654,7,58994,digital services,7920.42,3-1-2024
1655,45,1882,drink,9658.99,26-6-2024
1656,62,84790,drink,3741.68,25-1-2024
1657,21,35252,fashion and apparel,1698.16,12-10-2024
1658,87,6352,shoes,5117.33,9-1-2024
1659,92,87240,office equipment,5249.94,24-10-2024
1660,65,43912,media,8689.83,23-9-2024
1661,55,83520,health and wellness,7668.78,3-8-2024
1662,21,37670,health and wellness,9455.19,24-12-2024
1663,68,17725,drink,3139.91,13-1-2024
1664,84,63494,electronics,8552.81,25-10-2024
1665,97,92238,furniture and decor,999.52,9-6-2024
1666,83,75582,shoes,6975.02,10-7-2024
1667,92,39070,toys and hobbies,618.25,28-3-2024
1668,59,16419,pet products,3899.38,7-7-2024
1669,45,49164,fashion and apparel,7057.68,20-8-2024
1670,56,1472,pet products,1442.58,20-9-2024
1671,74,50562,toys and hobbies,858.01,8-9-2024
1672,39,16873,digital services,1514.32,28-8-2024
1673,21,9031,drink,3505.42,14-8-2024
1674,45,44700,cosmetics and bodycare,2728.03,13-10-2024
1675,17,15535,shoes,5611.65,11-8-2024
1676,11,60734,electronics,4084.19,14-1-2024
1677,85,23736,shoes,5325.57,7-6-2024
1678,53,4123,electronics,3238.48,23-7-2024
1679,83,57976,pet products,6936.68,20-6-2024
1680,25,36391,office equipment,2994.14,10-5-2024
1681,31,64452,furniture and decor,3402.8,6-12-2024
1682,56,63344,media,3766.02,7-11-2024
1683,42,18085,office equipment,154.41,26-4-2024
1684,82,42521,furniture and decor,6595.46,26-9-2024
1685,17,921,electronics,9116.65,11-6-2024
1686,34,28571,cosmetics and bodycare,1784.59,9-1-2024
1687,15,26263,food and beverage,2079.11,25-8-2024
1688,8,61131,media,4990.25,21-3-2024
1689,23,37572,cosmetics and bodycare,8774.87,1-8-2024
1690,71,66215,media,9080.55,26-6-2024
1691,93,57976,pet products,6936.68,3-5-2024
1692,49,24971,media,8811.91,11-5-2024
1693,31,68951,furniture and decor,2985.47,1-3-2024
1694,3,75284,furniture and decor,130.19,4-1-2024
1695,2,77152,drink,2412.13,17-2-2024
1696,74,12594,toys and hobbies,6698.7,25-3-2024
1697,83,41974,fashion and apparel,4874.19,21-2-2024
1698,42,61877,media,4087.54,9-1-2024
1699,80,63079,digital services,270.17,14-10-2024
1700,55,11605,furniture and decor,9660.52,9-10-2024
1701,100,7913,toys and hobbies,2642.84,6-10-2024
1702,11,13693,food and beverage,2886.03,19-1-2024
1703,14,36391,office equipment,2994.14,24-4-2024
1704,90,10763,health and wellness,608.19,7-1-2024
1705,62,44511,office equipment,9354.7,19-4-2024
1706,16,47791,electronics,4306.27,21-5-2024
1707,98,95979,office equipment,4598.08,8-12-2024
1708,16,43912,media,8689.83,8-9-2024
1709,51,55041,toys and hobbies,2075.15,2-12-2024
1710,91,86701,toys and hobbies,1567.03,21-5-2024
1711,80,64244,cosmetics and bodycare,7395.9,3-4-2024
1712,43,62653,furniture and decor,2623.5,16-3-2024
1713,26,69255,pet products,1605.16,22-4-2024
1714,16,81716,drink,5370.64,6-12-2024
1715,76,14166,health and wellness,4053.78,21-3-2024
1716,95,15535,shoes,5611.65,6-5-2024
1717,93,7346,pet products,5135.19,23-7-2024
1718,87,36678,food and beverage,1940.61,28-6-2024
1719,75,37549,shoes,1989.48,19-11-2024
1720,56,91882,drink,1131.68,12-11-2024
1721,58,22288,cosmetics and bodycare,1794.91,11-2-2024
1722,88,74789,food and beverage,9459.34,10-10-2024
1723,49,57176,media,7076.08,17-10-2024
1724,69,28571,cosmetics and bodycare,1784.59,2-7-2024
1725,3,40061,office equipment,4891.61,28-7-2024
1726,37,17266,cosmetics and bodycare,7727.52,7-1-2024
1727,35,32186,shoes,1417.14,22-7-2024
1728,15,75192,pet products,8623.43,4-12-2024
1729,13,38699,food and beverage,7708.68,5-10-2024
1730,43,3867,media,3662.61,28-7-2024
1731,2,77630,health and wellness,2488.3,22-8-2024
1732,29,26041,electronics,8588.79,10-11-2024
1733,31,60048,toys and hobbies,199.24,11-8-2024
1734,24,7704,drink,9249.94,19-9-2024
1735,47,67552,media,1723.69,10-4-2024
1736,45,32186,shoes,1417.14,27-3-2024
1737,12,50474,pet products,3037.94,28-10-2024
1738,38,31041,digital services,8095.97,17-4-2024
1739,18,14883,health and wellness,3319.78,21-8-2024
1740,36,72253,shoes,231.34,18-6-2024
1741,78,53153,drink,1163.78,20-8-2024
1742,24,85874,shoes,226.99,6-5-2024
1743,74,72695,toys and hobbies,1541.59,15-2-2024
1744,41,63431,toys and hobbies,3619.02,11-6-2024
1745,49,89612,fashion and apparel,281.91,27-10-2024
1746,9,56929,furniture and decor,7212.95,4-7-2024
1747,31,83824,media,7023.17,14-9-2024
1748,100,88481,drink,9473.45,1-12-2024
1749,48,48848,food and beverage,2231.09,25-9-2024
1750,5,90888,office equipment,3977.25,8-12-2024
1751,51,5941,media,6024.51,17-9-2024
1752,90,75464,drink,3240.86,27-12-2024
1753,3,96235,electronics,3089.45,21-3-2024
1754,29,1457,shoes,4674.26,19-3-2024
1755,80,80652,fashion and apparel,9846.35,21-12-2024
1756,20,34447,toys and hobbies,5016.48,21-11-2024
1757,25,17237,electronics,6672.22,7-9-2024
1758,73,79393,food and beverage,7515.04,19-3-2024
1759,18,33463,toys and hobbies,3265.86,9-1-2024
1760,45,7987,food and beverage,8714.61,22-3-2024
1761,26,20846,health and wellness,9018.0,6-10-2024
1762,54,11862,fashion and apparel,5606.54,25-1-2024
1763,55,57046,cosmetics and bodycare,5789.34,19-8-2024
1764,10,31295,furniture and decor,5255.27,4-11-2024
1765,38,86184,furniture and decor,5122.8,22-12-2024
1766,33,10544,fashion and apparel,2996.68,11-12-2024
1767,18,25072,digital services,4168.68,1-1-2024
1768,1,13593,toys and hobbies,4590.37,11-2-2024
1769,68,42521,furniture and decor,6595.46,16-7-2024
1770,10,91854,shoes,2128.57,27-6-2024
1771,81,91524,shoes,1672.27,5-4-2024
1772,51,84120,office equipment,5383.7,14-11-2024
1773,74,76688,shoes,1093.3,25-9-2024
1774,67,88932,drink,1047.3,10-1-2024
1775,42,30338,digital services,9693.57,17-12-2024
1776,56,41656,fashion and apparel,4611.85,1-3-2024
1777,15,57251,toys and hobbies,5912.95,27-8-2024
1778,73,12316,media,8350.86,27-11-2024
1779,36,51479,health and wellness,5655.29,27-3-2024
1780,63,52571,fashion and apparel,2461.93,14-7-2024
1781,21,91109,health and wellness,2650.03,14-7-2024
1782,50,56418,toys and hobbies,5067.66,10-9-2024
1783,2,99234,pet products,5447.4,21-10-2024
1784,62,63118,electronics,8588.38,15-10-2024
1785,6,89059,fashion and apparel,4343.19,9-5-2024
1786,96,17237,electronics,6672.22,20-1-2024
1787,74,42348,cosmetics and bodycare,6358.88,8-6-2024
1788,85,43492,shoes,3902.68,24-9-2024
1789,16,88074,health and wellness,857.7,19-3-2024
1790,44,25819,digital services,4205.35,24-11-2024
1791,32,35257,electronics,4584.03,10-10-2024
1792,56,27009,cosmetics and bodycare,7860.25,26-11-2024
1793,52,62254,toys and hobbies,8426.55,7-10-2024
1794,55,33347,furniture and decor,6676.0,18-9-2024
1795,11,18601,fashion and apparel,7637.55,21-1-2024
1796,36,21550,food and beverage,7429.97,19-2-2024
1797,40,87980,electronics,4886.42,10-7-2024
1798,87,97058,pet products,1728.31,22-10-2024
1799,92,89258,cosmetics and bodycare,1380.14,22-3-2024
1800,97,65333,fashion and apparel,6248.33,7-2-2024
1801,28,96235,electronics,3089.45,16-9-2024
1802,45,35457,pet products,1919.1,22-5-2024
1803,93,34110,pet products,7382.72,27-11-2024
1804,82,77742,fashion and apparel,9899.87,6-3-2024
1805,11,88541,furniture and decor,8216.9,25-5-2024
1806,54,40408,electronics,553.13,1-7-2024
1807,10,16874,fashion and apparel,8667.24,28-9-2024
1808,57,74329,digital services,4003.95,24-5-2024
1809,32,22589,drink,5065.55,2-12-2024
1810,25,49027,pet products,3120.44,3-10-2024
1811,96,64333,pet products,7681.81,11-4-2024
1812,52,44556,food and beverage,9569.54,5-7-2024
1813,77,50474,pet products,3037.94,8-9-2024
1814,46,75246,electronics,3452.35,10-4-2024
1815,79,19698,drink,8159.86,9-6-2024
1816,26,30189,furniture and decor,5143.75,2-2-2024
1817,88,33536,drink,4250.65,9-6-2024
1818,71,49294,office equipment,3562.9,16-6-2024
1819,32,90385,office equipment,5457.59,26-3-2024
1820,58,73739,drink,7717.42,11-6-2024
1821,85,38984,health and wellness,6171.45,6-4-2024
1822,2,46563,toys and hobbies,9466.41,12-5-2024
1823,23,85020,shoes,3157.82,22-2-2024
1824,17,52429,digital services,6776.8,21-7-2024
1825,33,7996,furniture and decor,1340.83,15-5-2024
1826,51,53997,drink,8254.41,6-12-2024
1827,28,13228,drink,1737.28,13-5-2024
1828,30,88541,furniture and decor,8216.9,4-7-2024
1829,41,97262,cosmetics and bodycare,4590.06,9-11-2024
1830,38,82061,shoes,3747.53,6-4-2024
1831,70,22406,drink,8822.3,2-12-2024
1832,69,54353,digital services,7609.47,24-5-2024
1833,33,14020,cosmetics and bodycare,3510.76,7-5-2024
1834,55,63053,electronics,7716.31,12-3-2024
1835,56,81696,media,3659.06,3-2-2024
1836,10,44509,electronics,8918.98,26-5-2024
1837,19,1286,pet products,3576.11,12-11-2024
1838,30,57176,media,7076.08,21-7-2024
1839,96,83520,health and wellness,7668.78,4-9-2024
1840,73,32499,digital services,3515.94,28-10-2024
1841,14,12169,food and beverage,2932.69,14-8-2024
1842,35,53200,furniture and decor,6476.55,12-10-2024
1843,37,86924,cosmetics and bodycare,7829.33,21-1-2024
1844,42,14747,furniture and decor,6738.09,26-10-2024
1845,71,12594,toys and hobbies,6698.7,2-8-2024
1846,92,75443,fashion and apparel,8896.82,9-1-2024
1847,47,37256,health and wellness,9952.24,7-7-2024
1848,10,40017,furniture and decor,4513.64,26-5-2024
1849,53,96828,pet products,7585.57,17-4-2024
1850,68,45523,furniture and decor,3891.12,5-8-2024
1851,83,13482,fashion and apparel,5523.64,27-2-2024
1852,35,41274,digital services,1861.46,23-1-2024
1853,67,64714,cosmetics and bodycare,5655.68,14-7-2024
1854,8,24971,media,8811.91,17-1-2024
1855,92,12617,fashion and apparel,4281.83,17-11-2024
1856,23,97243,digital services,9947.88,12-8-2024
1857,52,92657,media,3459.66,10-4-2024
1858,45,89059,fashion and apparel,4343.19,27-8-2024
1859,32,13652,electronics,3524.09,14-3-2024
1860,62,26243,fashion and apparel,9928.7,28-2-2024
1861,17,24971,media,8811.91,9-6-2024
1862,97,2589,digital services,3709.59,7-1-2024
1863,34,16972,furniture and decor,6957.59,2-1-2024
1864,66,53997,drink,8254.41,28-4-2024
1865,88,78299,drink,1548.88,22-6-2024
1866,36,60646,pet products,4814.72,9-11-2024
1867,60,88887,pet products,2662.98,3-2-2024
1868,21,33524,health and wellness,6117.99,20-5-2024
1869,9,18900,electronics,409.6,16-9-2024
1870,78,62676,drink,448.85,24-1-2024
1871,77,80652,fashion and apparel,9846.35,22-7-2024
1872,65,47588,drink,1570.88,5-3-2024
1873,1,64714,cosmetics and bodycare,5655.68,7-6-2024
1874,11,90467,drink,8410.82,24-8-2024
1875,73,31738,cosmetics and bodycare,3454.98,2-3-2024
1876,100,57615,electronics,3271.01,1-4-2024
1877,53,73739,drink,7717.42,22-6-2024
1878,11,82855,furniture and decor,6818.9,15-6-2024
1879,25,82633,health and wellness,7300.4,20-3-2024
1880,7,44116,health and wellness,5293.56,14-12-2024
1881,64,40930,shoes,6163.85,20-3-2024
1882,45,93823,toys and hobbies,7551.48,4-5-2024
1883,4,2760,food and beverage,8586.38,11-9-2024
1884,58,20058,toys and hobbies,5742.48,4-1-2024
1885,66,48763,pet products,7887.4,10-10-2024
1886,8,19711,digital services,9988.68,4-4-2024
1887,85,88887,pet products,2662.98,25-6-2024
1888,87,90875,drink,3475.03,28-6-2024
1889,25,3459,digital services,4221.54,3-6-2024
1890,45,30189,furniture and decor,5143.75,19-10-2024
1891,53,54140,pet products,4325.1,13-8-2024
1892,53,14883,health and wellness,3319.78,13-4-2024
1893,42,97777,cosmetics and bodycare,849.01,15-9-2024
1894,58,3204,office equipment,8703.49,2-3-2024
1895,26,42935,digital services,6656.73,26-12-2024
1896,41,48514,food and beverage,820.88,6-10-2024
1897,4,86681,cosmetics and bodycare,8691.59,16-12-2024
1898,58,11794,furniture and decor,9383.83,23-3-2024
1899,2,7102,fashion and apparel,509.91,13-2-2024
1900,81,34269,cosmetics and bodycare,9750.6,18-10-2024
1901,96,34622,health and wellness,9777.94,3-10-2024
1902,52,7297,media,3219.32,20-1-2024
1903,6,96889,office equipment,5289.99,24-9-2024
1904,28,39902,office equipment,2731.24,8-4-2024
1905,22,41761,toys and hobbies,7569.91,8-11-2024
1906,54,55456,drink,2506.01,22-1-2024
1907,15,19704,health and wellness,3350.67,17-6-2024
1908,46,37572,cosmetics and bodycare,8774.87,12-7-2024
1909,25,20846,health and wellness,9018.0,12-5-2024
1910,59,6352,shoes,5117.33,15-8-2024
1911,22,858,drink,5633.95,14-3-2024
1912,64,83579,electronics,2459.38,1-6-2024
1913,99,20779,shoes,4650.87,28-5-2024
1914,90,66040,drink,9509.68,28-8-2024
1915,8,9402,furniture and decor,4937.75,1-1-2024
1916,67,76688,shoes,1093.3,6-6-2024
1917,78,61653,health and wellness,3819.39,28-12-2024
1918,2,82680,drink,4869.03,4-11-2024
1919,49,90959,fashion and apparel,2428.84,25-1-2024
1920,94,20985,fashion and apparel,4559.38,5-7-2024
1921,34,45084,toys and hobbies,3453.86,14-3-2024
1922,6,25269,pet products,1556.38,4-8-2024
1923,50,50562,toys and hobbies,858.01,11-8-2024
1924,72,77648,drink,5878.53,10-8-2024
1925,4,7222,drink,6453.68,21-4-2024
1926,7,41675,food and beverage,1337.05,23-1-2024
1927,18,39655,electronics,9022.06,22-1-2024
1928,55,21732,shoes,3532.97,27-4-2024
1929,29,78956,pet products,4227.36,23-12-2024
1930,53,62401,office equipment,4068.73,2-9-2024
1931,80,15072,toys and hobbies,8734.53,21-10-2024
1932,14,39338,media,2165.73,21-6-2024
1933,57,76843,fashion and apparel,7126.15,10-8-2024
1934,10,28715,shoes,4915.95,4-5-2024
1935,100,56368,food and beverage,1041.94,24-5-2024
1936,10,89612,fashion and apparel,281.91,10-3-2024
1937,97,529,fashion and apparel,151.98,23-2-2024
1938,27,14020,cosmetics and bodycare,3510.76,11-5-2024
1939,87,3867,media,3662.61,12-4-2024
1940,73,12594,toys and hobbies,6698.7,15-9-2024
1941,80,84609,toys and hobbies,4970.09,1-9-2024
1942,40,50366,shoes,2946.57,21-1-2024
1943,30,79393,food and beverage,7515.04,25-5-2024
1944,82,28884,office equipment,9181.23,28-11-2024
1945,52,31115,toys and hobbies,5656.51,26-8-2024
1946,40,76948,toys and hobbies,4091.66,23-4-2024
1947,51,12002,drink,3118.43,13-5-2024
1948,36,1409,cosmetics and bodycare,8768.48,11-11-2024
1949,66,1209,shoes,478.86,25-3-2024
1950,73,81588,digital services,6414.75,20-10-2024
1951,28,84533,fashion and apparel,3391.09,27-5-2024
1952,8,32130,health and wellness,9076.06,11-2-2024
1953,83,15269,food and beverage,2044.73,1-7-2024
1954,98,12959,electronics,7544.05,14-1-2024
1955,41,64244,cosmetics and bodycare,7395.9,26-10-2024
1956,71,49294,office equipment,3562.9,17-11-2024
1957,69,37635,drink,3263.84,4-10-2024
1958,40,11794,furniture and decor,9383.83,12-1-2024
1959,7,22038,drink,9534.82,9-5-2024
1960,90,65149,electronics,5711.63,25-7-2024
1961,64,62653,furniture and decor,2623.5,25-10-2024
1962,93,31115,toys and hobbies,5656.51,7-5-2024
1963,94,53613,toys and hobbies,9372.79,1-1-2024
1964,54,29581,digital services,2633.57,10-2-2024
1965,63,20872,health and wellness,467.46,14-12-2024
1966,96,95655,shoes,4489.04,8-8-2024
1967,95,93880,digital services,1480.23,8-1-2024
1968,57,71908,fashion and apparel,5307.68,24-8-2024
1969,66,30338,digital services,9693.57,21-7-2024
1970,50,75582,shoes,6975.02,13-9-2024
1971,82,7888,digital services,2669.87,10-12-2024
1972,26,51062,fashion and apparel,7850.29,2-2-2024
1973,63,10140,food and beverage,4591.58,19-12-2024
1974,80,97610,shoes,3562.66,16-3-2024
1975,64,11794,furniture and decor,9383.83,21-12-2024
1976,4,70884,toys and hobbies,7705.78,13-9-2024
1977,89,61877,media,4087.54,4-3-2024
1978,92,53200,furniture and decor,6476.55,4-1-2024
1979,17,3989,food and beverage,4497.39,25-2-2024
1980,55,60016,health and wellness,9952.58,15-8-2024
1981,40,31477,electronics,9018.5,18-10-2024
1982,62,64498,shoes,7762.83,2-5-2024
1983,21,34622,health and wellness,9777.94,5-2-2024
1984,14,15269,food and beverage,2044.73,2-3-2024
1985,12,31738,cosmetics and bodycare,3454.98,20-7-2024
1986,70,50893,food and beverage,4998.42,26-5-2024
1987,52,39655,electronics,9022.06,21-2-2024
1988,61,13652,electronics,3524.09,24-9-2024
1989,17,7150,toys and hobbies,3328.27,21-6-2024
1990,26,3989,food and beverage,4497.39,11-8-2024
1991,76,21697,drink,7686.93,17-6-2024
1992,19,1000,cosmetics and bodycare,385.95,18-12-2024
1993,17,74844,fashion and apparel,5242.05,5-1-2024
1994,59,11466,furniture and decor,4447.69,19-4-2024
1995,37,21393,health and wellness,634.79,14-5-2024
1996,64,41675,food and beverage,1337.05,12-8-2024
1997,87,51089,drink,6329.57,17-11-2024
1998,67,723,digital services,7964.68,24-8-2024
1999,72,32686,health and wellness,9208.49,27-1-2024
2000,91,18317,electronics,5399.83,4-11-2024
2001,5,23323,pet products,2338.63,22-8-2024
2002,75,70630,furniture and decor,2220.27,13-8-2024
2003,11,19711,digital services,9988.68,3-11-2024
2004,74,96828,pet products,7585.57,9-12-2024
2005,97,11701,shoes,6311.55,5-1-2024
2006,9,70425,health and wellness,1256.68,21-11-2024
2007,57,35321,fashion and apparel,6903.3,17-7-2024
2008,43,70857,electronics,3613.38,23-10-2024
2009,32,25269,pet products,1556.38,14-11-2024
2010,47,5859,drink,5800.67,15-8-2024
2011,16,43970,media,5432.63,15-2-2024
2012,99,49748,toys and hobbies,6624.18,23-1-2024
2013,73,63118,electronics,8588.38,1-4-2024
2014,55,97478,health and wellness,2199.64,26-9-2024
2015,77,41675,food and beverage,1337.05,12-3-2024
2016,54,95639,food and beverage,2143.61,24-1-2024
2017,75,48941,media,3980.91,11-10-2024
2018,31,32929,fashion and apparel,1538.68,26-2-2024
2019,26,55461,fashion and apparel,8690.08,7-10-2024
2020,49,99416,electronics,6927.4,13-11-2024
2021,51,63494,electronics,8552.81,25-11-2024
2022,27,13652,electronics,3524.09,10-3-2024
2023,16,11466,furniture and decor,4447.69,2-3-2024
2024,64,2222,health and wellness,1776.37,8-5-2024
2025,45,91073,digital services,8904.07,8-4-2024
2026,13,7867,drink,1359.57,10-5-2024
2027,79,1286,pet products,3576.11,12-12-2024
2028,41,15338,toys and hobbies,4269.32,6-11-2024
2029,49,78613,fashion and apparel,3268.56,8-9-2024
2030,64,79393,food and beverage,7515.04,2-3-2024
2031,38,44006,drink,465.57,15-9-2024
2032,18,21731,drink,8475.71,19-10-2024
2033,100,63053,electronics,7716.31,10-6-2024
2034,4,24302,shoes,2498.36,27-8-2024
2035,54,87977,furniture and decor,2659.48,9-11-2024
2036,38,22255,media,9661.17,7-8-2024
2037,39,11577,furniture and decor,1787.61,3-8-2024
2038,67,62050,office equipment,9158.47,15-6-2024
2039,70,99313,shoes,7585.83,10-10-2024
2040,14,64894,pet products,9017.27,3-5-2024
2041,97,17266,cosmetics and bodycare,7727.52,19-8-2024
2042,98,33424,drink,9162.99,15-6-2024
2043,14,24302,shoes,2498.36,8-8-2024
2044,4,14166,health and wellness,4053.78,23-2-2024
2045,63,28770,office equipment,2194.44,7-6-2024
2046,93,87560,office equipment,6460.24,26-11-2024
2047,98,99248,shoes,7940.76,8-2-2024
2048,86,8309,health and wellness,3120.58,15-9-2024
2049,72,71346,office equipment,9397.82,25-8-2024
2050,93,32988,media,2386.4,6-1-2024
2051,19,97243,digital services,9947.88,28-7-2024
2052,17,4589,digital services,7083.27,10-8-2024
2053,35,26041,electronics,8588.79,5-6-2024
2054,25,36935,drink,2381.65,6-1-2024
2055,98,39189,furniture and decor,8470.21,8-9-2024
2056,57,96828,pet products,7585.57,28-10-2024
2057,46,83520,health and wellness,7668.78,24-11-2024
2058,20,99248,shoes,7940.76,12-7-2024
2059,16,32732,office equipment,2722.98,9-3-2024
2060,13,19495,shoes,2539.55,12-11-2024
2061,2,73169,fashion and apparel,4210.92,7-8-2024
2062,4,18713,food and beverage,6057.36,1-2-2024
2063,75,18085,office equipment,154.41,13-11-2024
2064,91,50817,digital services,8488.28,26-3-2024
2065,43,91737,health and wellness,9663.31,12-11-2024
2066,67,61183,cosmetics and bodycare,7367.02,25-5-2024
2067,86,75443,fashion and apparel,8896.82,27-5-2024
2068,27,40408,electronics,553.13,10-2-2024
2069,65,97243,digital services,9947.88,9-10-2024
2070,75,62782,drink,5980.61,28-7-2024
2071,54,88724,toys and hobbies,270.79,25-10-2024
2072,48,52784,food and beverage,2177.3,8-4-2024
2073,39,81228,health and wellness,5493.45,10-10-2024
2074,96,67186,digital services,5607.71,22-10-2024
2075,82,87451,health and wellness,7835.99,11-5-2024
2076,87,92657,media,3459.66,27-5-2024
2077,43,79763,toys and hobbies,6142.12,6-3-2024
2078,4,7474,digital services,9560.52,13-8-2024
2079,52,99313,shoes,7585.83,20-7-2024
2080,65,46384,media,7825.92,21-4-2024
2081,79,41010,pet products,9270.0,24-5-2024
2082,58,7016,health and wellness,1802.9,1-6-2024
2083,67,9950,fashion and apparel,5556.96,18-6-2024
2084,90,72649,electronics,3684.35,23-7-2024
2085,91,8205,digital services,829.05,3-8-2024
2086,73,68951,furniture and decor,2985.47,26-2-2024
2087,1,44556,food and beverage,9569.54,16-5-2024
2088,46,82490,health and wellness,3070.96,28-3-2024
2089,57,79536,media,2393.07,2-6-2024
2090,29,77630,health and wellness,2488.3,25-6-2024
2091,3,37549,shoes,1989.48,13-10-2024
2092,58,37161,media,2216.92,22-11-2024
2093,52,4123,electronics,3238.48,5-11-2024
2094,51,88932,drink,1047.3,1-5-2024
2095,33,93902,cosmetics and bodycare,8336.85,18-2-2024
2096,67,50758,furniture and decor,1391.76,22-5-2024
2097,81,53613,toys and hobbies,9372.79,23-9-2024
2098,9,95979,office equipment,4598.08,21-2-2024
2099,52,64894,pet products,9017.27,27-1-2024
2100,70,74455,office equipment,6512.44,17-8-2024
2101,99,86184,furniture and decor,5122.8,14-3-2024
2102,26,88074,health and wellness,857.7,21-7-2024
2103,4,84697,office equipment,7968.01,22-5-2024
2104,88,84697,office equipment,7968.01,12-9-2024
2105,18,98052,fashion and apparel,4452.61,8-11-2024
2106,62,57229,electronics,6410.32,9-3-2024
2107,90,12316,media,8350.86,23-6-2024
2108,36,87748,drink,9751.58,16-6-2024
2109,94,7084,toys and hobbies,7847.93,12-1-2024
2110,4,22288,cosmetics and bodycare,1794.91,26-5-2024
2111,46,44009,pet products,9515.15,23-8-2024
2112,94,16000,shoes,4707.23,19-7-2024
2113,40,55456,drink,2506.01,5-9-2024
2114,95,22325,digital services,6434.61,27-1-2024
2115,87,17885,health and wellness,2889.51,25-3-2024
